mean_wcss,std_wcss,mean_time,std_time,champion_run_id,champion_wcss_score,champion_centroids
126150.52509950695,633.1306378502521,58.472157669067386,1.4545840958174616,3,124859.33538528484,"[[0.309379518032074, 0.34838852286338806, -0.023535441607236862, -0.02242209203541279, 0.025584246963262558, 0.021655570715665817, 0.012934677302837372, -0.010440864600241184, 0.01787509210407734, 0.013507762923836708, 0.000312787014991045, -0.015839099884033203, -0.016610221937298775, 0.032197825610637665, -0.024723244830965996, -0.008134625852108002, -0.008977343328297138, 0.019316835328936577, 0.013317410834133625, -0.013163866475224495, 5.9986432461300865e-06, 0.007124670315533876, -0.0026994990184903145, 0.007915361784398556, 0.004811640828847885, -0.01748737320303917, -0.007816734723746777, -0.002062410581856966, 0.001796232652850449, -0.002170470543205738, 0.007330039516091347, 0.006132251583039761, 0.0045464481227099895, 0.005920389201492071, 0.012166432105004787, -0.0016873592976480722, -0.006410954985767603, -0.007783072534948587, 0.006801697891205549, 0.002931291935965419, -0.011448097415268421, -0.003892492735758424, 0.00025622808607295156, -0.00018310525047127157, -0.005037450231611729, -0.0040304954163730145, 0.0004009425174444914, 0.004987930878996849, 0.0005864883423782885, 0.0003731264150701463, -0.0029647720512002707, -0.0019445401849225163, 0.0012866166653111577, -0.0037648468278348446, 0.009028153494000435, 0.0034367700573056936, 0.004402493126690388, -0.0062898616306483746, -0.006968664471060038, -0.0002564381866250187, -1.856018388934899e-05, 0.003536530304700136, -0.0012297789799049497, -0.00019576921476982534, -0.0032134996727108955, -0.0009456300176680088, 0.004673443268984556, 0.0027929479256272316, 0.0013263416476547718, 0.00047552428441122174, 0.00305852759629488, -0.003423742949962616, -0.0005768691189587116, -0.003772672498598695, 0.00020740041509270668, 0.0005899477400816977, 0.00363177596591413, 0.0025773525703698397, -0.0005840191151946783, -0.0022694298531860113, 0.0013075482565909624, -0.0009145705844275653, -0.008140290156006813, 0.00722484802827239, 0.0035320771858096123, 0.0067705730907619, -0.0011773481965065002, 0.003788687288761139, -0.00014112915960140526, 0.005248992703855038, -0.00017246601055376232, 0.00017924226995091885, 0.003982444293797016, 0.0003575216978788376, -0.001716809463687241, -0.0011684080818668008, 0.006570910569280386, -0.0037824679166078568, 0.0013687065802514553, -0.002172535751014948], [0.3600347340106964, -0.08369889110326767, 0.015494001097977161, 0.1408953070640564, 0.008969888091087341, 0.0189914982765913, 0.011328074149787426, 0.029174882918596268, -0.010980877093970776, -0.0011168323690071702, -0.00809444859623909, 0.0038617895916104317, 0.015812097117304802, -0.011619701981544495, 0.0015107066137716174, -0.0024425543379038572, -0.003210689639672637, 0.0024845078587532043, 0.01940160244703293, -0.0035596657544374466, 0.0014499153476208448, 0.004061943851411343, -0.007192214950919151, 0.0018656798638403416, -0.005349429789930582, -0.008619668893516064, -0.008514858782291412, -0.010066433809697628, 0.003287088591605425, -0.004802882671356201, -0.0077797118574380875, -0.0007440114277414978, -0.002651524730026722, -0.005606539081782103, 6.85962731949985e-05, -0.00036192635889165103, 0.0032199323177337646, 0.0036978451535105705, 0.0019517478067427874, -0.00395149365067482, 0.003403365146368742, -0.0015365690924227238, -0.004240541253238916, -0.0015373232308775187, 0.005448855459690094, 0.004410202149301767, 0.0018020847346633673, 0.0006209042621776462, -0.002460287418216467, -0.003266214393079281, 0.002346288412809372, 0.0010960709769278765, 0.0008848722791299224, -0.0019016508013010025, 0.0003530474496074021, -0.0012554902350530028, -0.0018776716897264123, -0.003637671936303377, 0.007389602717012167, 0.0018793052295222878, 0.002074375981464982, -0.00012098717706976458, 0.0002734940208029002, 0.0031603509560227394, 0.0014654918340966105, 0.0004375072894617915, -0.0015755253843963146, 0.002128754975274205, 0.0061959438025951385, 0.002083959523588419, -0.004076419863849878, -0.004011725075542927, -0.0005198318976908922, 0.0012317501241341233, -0.005614886060357094, 0.0030475840903818607, -0.0017815479077398777, -0.00442909263074398, -0.00026766108931042254, 0.0035807073581963778, 0.0027906259056180716, 0.0008658751030452549, -0.004887793213129044, 0.0020888850558549166, -0.0005143426242284477, 0.002370318165048957, -0.001804074621759355, 0.0018912777304649353, 0.0008276719017885625, 0.0011952491477131844, 0.0009661337244324386, -0.0013770044315606356, -0.0008156955009326339, 0.0006336745573207736, 0.0039622304029762745, 0.0018184040673077106, -0.001881301635876298, -0.0001828506647143513, 0.0030345332343131304, 0.0021769937593489885], [0.3781316876411438, -0.18414151668548584, 0.019890261813998222, -0.2797068655490875, -0.018694600090384483, 0.0457586795091629, -0.019870758056640625, 0.03407099097967148, -0.06820781528949738, 0.04610280320048332, 0.0063254619017243385, -0.0009641748038120568, 0.038052789866924286, 0.03507736697793007, -0.04438615217804909, -0.02086344175040722, 0.023000597953796387, -0.03670145198702812, 0.009967057034373283, -0.017712771892547607, 0.018953217193484306, 0.015298450365662575, 0.000831597251817584, -0.001246220082975924, -0.026874108240008354, 0.0025737518444657326, -0.02091146446764469, 0.0008066301816143095, 0.0012967040529474616, -0.00281335785984993, 0.006797779817134142, 0.007970327511429787, -0.00648482795804739, -0.008173382841050625, -5.182402310310863e-05, -0.002376030432060361, 0.007781346794217825, -0.0029865039978176355, -0.009700629860162735, 0.018794337287545204, -0.0025304637383669615, -0.006835524458438158, -0.018133370205760002, -0.00742677878588438, -0.006480140145868063, -0.003194135380908847, 0.00022767971677239984, -0.016611291095614433, 0.001761605846695602, -0.00045566129847429693, -0.00022614157933276147, 0.00812628772109747, 0.0077416375279426575, -0.016568699851632118, 0.004883799236267805, 0.0015810288023203611, -0.0046710423193871975, -0.0006147506064735353, -0.00557596143335104, -0.0039711701683700085, 0.0029511041939258575, 0.00540947588160634, -0.002961992984637618, 0.00832776166498661, -0.005344664212316275, -0.0013532929588109255, 0.004507289733737707, -0.0034234151244163513, 0.003938194829970598, 0.0023690538946539164, 0.0004021971835754812, 0.003582697594538331, -0.005429391283541918, -0.0024746081326156855, -0.001224611303769052, -0.0013428995152935386, -0.0031069950200617313, -0.0018438096158206463, 0.0013373235706239939, 0.005289716646075249, -0.004044475499540567, 0.000999663956463337, -0.0014455803902819753, 0.002486870624125004, 0.00188060337677598, -0.004378801677376032, 0.003135459730401635, 0.0017786314710974693, 0.006651528645306826, -0.005545816849917173, 0.002692467300221324, -0.003230966627597809, -0.00039272214053198695, 0.001542611513286829, -0.004612259566783905, 0.002086085267364979, -0.006345068570226431, -0.00550620723515749, -0.001496347482316196, -0.003697898704558611], [0.4458215534687042, -0.05918022245168686, -0.020480351522564888, -0.09476188570261002, 0.001589131774380803, -0.07458730787038803, 0.10146798193454742, -0.15045683085918427, 0.05724562332034111, -0.11279640346765518, 0.012141837738454342, 0.03461401164531708, -0.04320911318063736, -0.03196263313293457, 0.023451585322618484, 0.0008791867294348776, 0.02561933733522892, -0.05672037601470947, -0.03766460716724396, -0.007558970246464014, -0.01965656690299511, -0.009582705795764923, 0.031992290169000626, 0.014008826576173306, 0.026156729087233543, 0.015868037939071655, 0.02367265149950981, 0.015156572684645653, -0.004625238012522459, -0.011485782451927662, 0.0032889069989323616, -0.014821414835751057, 0.004706956911832094, -0.001855264650657773, -0.005338472314178944, 0.006858585402369499, 0.00012573397543746978, -0.007189954165369272, 0.013545729219913483, -0.00676239188760519, 0.011935456655919552, 0.0026352088898420334, 0.015069118700921535, 0.00218680570833385, -0.0064183310605585575, -0.002914068754762411, -0.006783023476600647, -0.005813689902424812, -0.008402775041759014, 0.005318571347743273, -0.004631246905773878, -0.010852117091417313, -0.011228088289499283, 0.02044553868472576, -0.0012174391886219382, 0.007637351285666227, -0.007324795238673687, 0.008977486751973629, 0.009349501691758633, -0.0034464721102267504, -0.010721264407038689, -0.005689556710422039, -0.004587979521602392, -0.0007533765165135264, 0.010916782543063164, 0.004882578272372484, -0.005220523104071617, 0.0039035407826304436, -0.00791838113218546, 0.0029177279211580753, -0.0016118665225803852, -0.0018313023028895259, -0.001906185527332127, 0.009765923954546452, -0.008245173841714859, -0.0009825434535741806, 0.0035054131876677275, 0.0006900398293510079, 0.00041148229502141476, -0.0030033974908292294, 0.00509438244625926, -0.006374532822519541, 0.00727743050083518, 0.003337353002279997, -0.002897815778851509, -0.0026135214138776064, -0.0006409292109310627, -0.0030451263301074505, -0.008240615017712116, -0.0029424866661429405, 0.0045710476115345955, 0.0009489148505963385, -0.0038240300491452217, -0.004276696126908064, 0.0027050282806158066, -0.0004540899826679379, 0.0019749999046325684, -0.0009634540183469653, -0.004866139497607946, -0.0020793199073523283]]"
