iteration_id,k_value,batch_size,execution_time,wcss
0,4,1000,14.735476016998291,126968.98198960794
1,4,1000,11.876766443252563,125486.43313160098
2,4,1000,11.833132982254028,125695.97172501392
3,4,1000,11.602232933044434,125638.30740680943
4,4,1000,11.934681177139282,125185.04009110425
5,4,1000,11.248958587646484,125355.97474285874
6,4,1000,11.061645746231079,125323.81531961654
7,4,1000,11.108205080032349,125776.33852624687
8,4,1000,10.989458084106445,125089.71307222272
9,4,1000,11.396805047988892,125448.13265225968
10,4,1000,11.194959163665771,125585.84808907231
11,4,1000,11.070929527282715,125731.57272542412
12,4,1000,11.006509780883789,125076.38620147781
13,4,1000,11.528070449829102,125882.36333411344
14,4,1000,11.443542718887329,125324.27674826163
15,4,1000,11.735379457473755,124913.27113032069
16,4,1000,11.491999626159668,126604.11770731199
17,4,1000,10.903302907943726,126045.83324106643
18,4,1000,10.9775071144104,125351.7302259674
19,4,1000,11.029762029647827,125897.4929412284
20,4,1000,11.034316778182983,125166.88017638348
21,4,1000,10.929485082626343,126004.98105112037
22,4,1000,10.755049467086792,126542.88616183803
23,4,1000,10.802556991577148,125457.32933650275
24,4,1000,10.902224063873291,126246.74044546504
25,4,1000,11.035825252532959,127243.6203801755
26,4,1000,10.96901273727417,124779.75425314278
27,4,1000,11.19710111618042,125771.8049544703
28,4,1000,11.187793731689453,126218.31635538615
29,4,1000,10.91260051727295,125426.07757049121
30,4,1000,11.239011764526367,125692.8355780239
31,4,1000,11.40012240409851,126405.60516779362
32,4,1000,11.372403383255005,126680.44729236307
33,4,1000,10.805171728134155,125634.69724570487
34,4,1000,10.801439762115479,124598.8005132357
35,4,1000,10.993609428405762,125675.4289381502
36,4,1000,11.245425701141357,126897.38420063091
37,4,1000,11.144651889801025,125869.27486518207
38,4,1000,10.69072675704956,125038.66079851838
39,4,1000,10.676576375961304,124624.45590527797
40,4,1000,10.701891422271729,125647.92857006163
41,4,1000,11.081677675247192,126320.29870600747
42,4,1000,11.473572254180908,124619.56427199361
43,4,1000,11.033969402313232,125257.92742129699
44,4,1000,10.570565938949585,125103.22661061004
45,4,1000,10.657802820205688,124736.59957280869
46,4,1000,10.890537023544312,126234.1989098145
47,4,1000,10.852134943008423,126173.52106256141
48,4,1000,10.62243938446045,125680.53053691384
49,4,1000,10.719535112380981,128372.17520658085
