iteration_id,k_value,batch_size,execution_time,wcss
0,4,1000,14.97179627418518,62450.45098472886
1,4,1000,11.557510137557983,61870.183146131734
2,4,1000,11.53114104270935,62491.092624303965
3,4,1000,11.52669644355774,61852.46955200412
4,4,1000,11.174325466156006,62301.165879869324
5,4,1000,11.032868146896362,62632.02321974487
6,4,1000,11.050017833709717,61965.35954659393
7,4,1000,10.971747398376465,62459.03103751961
8,4,1000,10.785672664642334,62624.56544938435
9,4,1000,10.79361867904663,62236.96713298942
10,4,1000,11.37192988395691,62441.31605805105
11,4,1000,11.118114471435547,62425.12693565944
12,4,1000,11.388063907623291,62406.70762315119
13,4,1000,11.09139609336853,62928.03287421164
14,4,1000,10.987135887145996,62334.78238750135
15,4,1000,10.584240674972534,62207.962529538425
16,4,1000,10.628742694854736,62687.36580169841
17,4,1000,11.374042272567749,62393.57046109543
18,4,1000,10.951271295547485,61654.69599659149
19,4,1000,11.52248740196228,62863.807442831254
20,4,1000,11.722575902938843,63017.69199651948
21,4,1000,11.859671115875244,62171.85416576135
22,4,1000,11.242474555969238,62771.68236566587
23,4,1000,11.470694065093994,62685.69953402382
24,4,1000,10.340770721435547,63082.909726453814
25,4,1000,10.379890441894531,62477.82564114285
26,4,1000,10.300475835800171,63008.39927493623
27,4,1000,10.871272802352905,62435.723713311585
28,4,1000,11.857007265090942,62696.3208005987
29,4,1000,10.633353233337402,62117.107535118725
30,4,1000,10.7517249584198,61788.450958382935
31,4,1000,10.643648862838745,62617.762872360756
32,4,1000,10.928348541259766,62725.262375181774
33,4,1000,11.23896336555481,61899.20694261938
34,4,1000,11.316574573516846,62338.94986543531
35,4,1000,10.830834150314331,62693.84458890528
36,4,1000,11.174540519714355,62743.1337065437
37,4,1000,10.780632972717285,62028.835868937844
38,4,1000,10.43220067024231,62408.66343801992
39,4,1000,10.288192987442017,62669.74970385694
40,4,1000,10.198869228363037,62597.20990193199
41,4,1000,10.263453006744385,62617.359050547944
42,4,1000,10.218054056167603,61979.305386333224
43,4,1000,10.188634395599365,62363.996577231315
44,4,1000,10.330909252166748,62621.419949364936
45,4,1000,10.308342218399048,63056.00857893264
46,4,1000,10.217291355133057,62814.492886474676
47,4,1000,10.227377653121948,61843.328483568985
48,4,1000,10.1820228099823,62854.187149610225
49,4,1000,10.47052550315857,62031.638786304815
