batch_size,iteration_id,ch_score,execution_time
2000,17,327.0728467832333,17.932408571243286
4000,17,328.1529688669901,17.275267601013184
8000,17,328.0114901064313,17.514557361602783
16000,17,330.72615330094294,17.966395139694214
500,18,336.59334018119443,17.19665241241455
1000,18,339.90360370590685,17.334258794784546
2000,18,338.9376810487277,17.76606297492981
4000,18,338.7513081499759,17.675960302352905
8000,18,341.3038262323209,17.649841785430908
16000,18,339.5285043449944,17.727355241775513
500,19,339.67713933257596,17.389726877212524
1000,19,327.98361547393665,17.296459674835205
2000,19,325.4002039579403,17.22783660888672
4000,19,336.48655480899896,17.3654944896698
8000,19,332.4404418584355,17.431395530700684
16000,19,335.68233241059767,17.7340030670166
500,20,299.5603546664819,17.430333137512207
1000,20,297.34351042186614,17.207829236984253
2000,20,299.1834319808441,17.2161226272583
4000,20,301.0923626875275,17.44912338256836
8000,20,300.50972313327463,17.40589952468872
16000,20,300.9060580043857,17.619752883911133
500,21,277.95695634591686,17.38917827606201
1000,21,314.75899020132846,17.204787492752075
2000,21,295.59706149776963,17.190719604492188
4000,21,300.78483190719686,17.25279974937439
8000,21,299.23050683659864,17.491004705429077
16000,21,298.80749967571273,17.608311414718628
500,22,295.08369641863936,17.139586210250854
1000,22,288.2250921378987,17.256219625473022
2000,22,275.05208203285486,17.576770305633545
4000,22,284.78860785305466,17.271355867385864
8000,22,288.57089642790925,17.45648455619812
16000,22,288.09906226638475,17.678714990615845
500,23,273.03349136755736,17.188985109329224
1000,23,288.7639327526107,17.20613193511963
2000,23,288.11859141937066,17.28641700744629
4000,23,291.34389123392964,17.30228281021118
8000,23,290.3505813491505,17.48426389694214
16000,23,284.6135277253381,17.654401540756226
500,24,332.8144738608113,17.23168110847473
1000,24,339.78089066878033,17.16909098625183
2000,24,331.5592384971277,17.25532078742981
4000,24,335.5738014401587,17.248913049697876
8000,24,334.84689131414984,17.376275777816772
16000,24,331.89253194779354,17.75005054473877
500,25,288.98444979236643,17.170968770980835
1000,25,321.459435875114,17.19127106666565
2000,25,322.38756760115535,17.310159921646118
4000,25,314.9920215006214,17.244163274765015
8000,25,319.77288317046737,17.356811046600342
16000,25,314.88056551694933,17.70838212966919
500,26,327.25445500058385,17.230307817459106
1000,26,347.7945999277113,17.187893867492676
2000,26,329.6363444305007,17.21585726737976
4000,26,331.0984977215286,17.3700168132782
8000,26,331.38536287140744,17.43917989730835
16000,26,331.12971550236506,17.62830376625061
500,27,304.7540073461005,17.245312690734863
1000,27,311.1663634412158,17.235560178756714
2000,27,308.17534669086143,17.27078151702881
4000,27,311.46968397699357,17.47093439102173
8000,27,311.5514335974563,17.393101453781128
16000,27,311.6723345301184,17.598928213119507
500,28,312.0334940889772,17.277315139770508
1000,28,324.21331845917547,17.25702738761902
2000,28,322.9576720565558,17.220953702926636
4000,28,322.87698958809983,17.308462619781494
8000,28,323.82818875856617,17.51296091079712
16000,28,323.95090238257916,17.626208066940308
500,29,298.7149867880568,17.211474180221558
1000,29,303.3421551690356,17.34929323196411
2000,29,305.6599670252514,17.392907857894897
4000,29,304.6648669077464,17.4374942779541
8000,29,308.27694609679,17.57597041130066
16000,29,305.1936901770241,17.59899878501892
500,30,273.3543356902028,17.174307584762573
1000,30,300.7596273488538,17.349099159240723
2000,30,280.60077012025874,17.214929342269897
4000,30,282.5724319713859,17.291908740997314
8000,30,283.7152271306312,17.44564461708069
16000,30,282.8061984197552,17.603513479232788
500,31,312.3977712835338,17.175235509872437
1000,31,316.3242500492417,17.20780086517334
2000,31,316.8686692466538,17.19574737548828
4000,31,317.2118264368311,17.209641695022583
8000,31,316.7617216961896,17.348164558410645
16000,31,317.7460992364743,17.743580102920532
500,32,305.61261659921996,17.229591369628906
1000,32,313.99945299547846,17.249695777893066
2000,32,311.3218359455261,17.293471336364746
4000,32,310.33273556225174,17.21980357170105
8000,32,312.6415968660805,17.293006658554077
16000,32,312.29781611668864,17.744349241256714
500,33,302.4878927570019,17.145742893218994
1000,33,268.3303291313628,17.142605781555176
2000,33,277.4105035715217,17.20282292366028
4000,33,292.8491248716659,17.26443099975586
8000,33,300.4288093387203,17.415797472000122
16000,33,292.968549460835,17.568779706954956
500,34,275.39680257011867,17.278985500335693
1000,34,310.61879325378067,17.100746154785156
2000,34,280.0858049411738,17.13835573196411
4000,34,278.8791775631447,17.466413974761963
8000,34,281.80192319027,17.448471546173096
16000,34,279.0013334766486,17.651245594024658
500,35,294.2676269438482,17.270517587661743
1000,35,301.78690794235933,17.168972969055176
2000,35,302.6381761314045,17.21442198753357
4000,35,301.0522301821613,17.366654634475708
8000,35,300.89578443893913,17.428832054138184
16000,35,301.1846255941886,17.59893536567688
500,36,267.36193592132923,17.12535333633423
1000,36,295.07069166273567,17.310088872909546
2000,36,284.654540852598,17.153937578201294
4000,36,278.83921639949403,17.188091039657593
8000,36,308.9627884152209,17.568171977996826
16000,36,301.5449684101772,17.580087661743164
500,37,299.3757069971187,17.134453058242798
1000,37,309.76013567349554,17.280466556549072
2000,37,312.73857487505796,17.180460214614868
4000,37,307.3562507333955,17.376531839370728
8000,37,303.1856393904804,17.45340871810913
16000,37,304.19527983983676,17.8021719455719
500,38,315.58344219458604,17.15833616256714
1000,38,320.43226467678005,17.32760238647461
2000,38,316.1094264020532,17.35019564628601
4000,38,320.479357639507,17.235234022140503
8000,38,320.54686449599905,17.485859155654907
16000,38,320.0482163007395,17.834662914276123
500,39,309.96579409647774,17.107038259506226
1000,39,310.74692995870043,17.11517906188965
2000,39,311.11948554601264,17.290271759033203
4000,39,314.3099711311282,17.20232081413269
8000,39,310.9006670111017,17.331119775772095
16000,39,313.6864968756585,17.723241329193115
500,40,290.7446178821348,17.16940426826477
1000,40,311.7511166724258,17.12817668914795
2000,40,313.57198008787526,17.233816623687744
4000,40,294.103518312559,17.32498025894165
8000,40,310.69505383945875,17.35512113571167
16000,40,311.54192303395564,17.65278458595276
500,41,279.8829302522623,17.257407665252686
1000,41,288.8418088436933,17.1180202960968
2000,41,294.1866419663103,17.130415201187134
4000,41,289.0429738750897,17.443449020385742
8000,41,290.12876662113183,17.371561288833618
16000,41,290.75235441326976,17.593209743499756
500,42,297.96543780163194,17.225269317626953
1000,42,315.33048785657,17.26114821434021
2000,42,307.2077530343785,17.833590269088745
4000,42,310.0461800593728,17.336782693862915
8000,42,327.1018637317464,17.39467763900757
16000,42,328.56666030585416,18.047863483428955
500,43,259.5274456735299,17.235989093780518
1000,43,294.87128166066725,17.178016424179077
2000,43,301.7886559097074,17.21490168571472
4000,43,280.36031447881186,17.342870950698853
8000,43,293.85732384248763,17.58079767227173
16000,43,282.3230369755167,17.626601934432983
500,44,319.8600323172284,17.149518489837646
1000,44,302.13771296515824,17.39970636367798
2000,44,307.7181324397947,17.207237243652344
4000,44,311.7962648139189,17.27550768852234
8000,44,310.36337497223775,17.632479667663574
16000,44,310.25362171294125,17.663431882858276
500,45,301.37338048606165,17.1449077129364
1000,45,300.9895587101648,17.398767471313477
2000,45,311.3348009443827,17.220003128051758
4000,45,307.77105021787304,17.27525281906128
8000,45,304.8054230669079,17.47566866874695
16000,45,307.9085231240059,17.713598251342773
500,46,306.69204598565346,17.194026470184326
1000,46,302.7943732748619,17.235209226608276
2000,46,306.4298684167868,17.346516847610474
4000,46,300.7538502812204,17.242994785308838
8000,46,300.53379306393265,17.511277675628662
16000,46,304.9445867001078,17.943385362625122
500,47,286.05723814557933,17.12427020072937
1000,47,292.99422674770534,17.156719207763672
2000,47,304.67436009092023,17.405441999435425
4000,47,304.113794684004,17.451080322265625
8000,47,305.6568856846336,17.414565801620483
16000,47,306.63095244631774,17.86192011833191
500,48,305.5401020316934,17.269742727279663
1000,48,303.5151872406855,17.18215584754944
2000,48,304.45195596639354,17.295992851257324
4000,48,298.5948821205123,17.727617979049683
8000,48,304.14141781315243,17.409276962280273
16000,48,304.6724753599047,17.748455047607422
500,49,328.52012175672314,17.4303982257843
1000,49,319.9983374418151,17.138237953186035
2000,49,321.90014708695264,17.19481134414673
4000,49,325.60670263603674,17.51802706718445
8000,49,326.6186814084646,17.443073511123657
16000,49,324.73768357087266,17.677090644836426
