iteration_id,k_value,batch_size,execution_time,wcss
0,4,1000,64.9928343296051,126840.62389050743
1,4,1000,62.11270570755005,125960.1155083041
2,4,1000,66.16659021377563,127072.82270836705
3,4,1000,66.07675099372864,125932.61418678748
4,4,1000,69.61794686317444,125308.78096552519
5,4,1000,67.12672853469849,125639.96143269073
6,4,1000,67.61441850662231,128030.92021668564
7,4,1000,67.1776704788208,126314.11739505925
8,4,1000,65.13455557823181,127002.44928555284
9,4,1000,63.15271019935608,125365.07802545115
10,4,1000,59.10309624671936,126493.96245195625
11,4,1000,60.5695903301239,126322.21098056216
12,4,1000,62.646838665008545,125393.607108416
13,4,1000,61.66476392745972,126112.51613675404
14,4,1000,62.79385948181152,125986.9767741036
15,4,1000,60.04556703567505,126974.321556432
16,4,1000,61.90104961395264,126339.47403211676
17,4,1000,59.64648461341858,126384.78093186022
18,4,1000,61.507564306259155,125678.97735668691
19,4,1000,61.45395255088806,127247.34088741922
20,4,1000,58.602240800857544,125203.66954703804
21,4,1000,58.93049240112305,126777.48082659025
22,4,1000,59.72982454299927,128144.1826449329
23,4,1000,57.24720215797424,126253.6450779147
24,4,1000,57.95729684829712,126596.12590418925
25,4,1000,62.60080575942993,125802.8273409959
26,4,1000,62.40746212005615,126627.43081538993
27,4,1000,62.76120471954346,126510.9623331434
28,4,1000,62.929914712905884,125797.27334192414
29,4,1000,63.56955862045288,124898.38984385034
30,4,1000,63.12669777870178,125631.63383893487
31,4,1000,64.34936809539795,126552.3841991272
32,4,1000,62.799509048461914,125912.98238539262
33,4,1000,61.81818199157715,125848.15326604915
34,4,1000,64.54943132400513,127315.74095453645
35,4,1000,69.11253905296326,125119.67747587494
36,4,1000,72.42164969444275,126415.58962318616
37,4,1000,64.92832851409912,126665.17202437883
38,4,1000,64.66524696350098,126645.09153445868
39,4,1000,65.03831958770752,126245.57285729719
40,4,1000,61.65126442909241,126347.40113851948
41,4,1000,59.664856910705566,125724.94474035641
42,4,1000,59.20217418670654,126126.02687995807
43,4,1000,62.27691292762756,125886.72723314336
44,4,1000,62.53594422340393,126014.67649517114
45,4,1000,62.47269582748413,125130.48826474567
46,4,1000,63.62372326850891,125700.58136410588
47,4,1000,63.3629469871521,126760.78896072887
48,4,1000,63.457666635513306,125730.67004942455
49,4,1000,60.62852478027344,126405.63702050851
