iteration_id,k_value,batch_size,execution_time,wcss
0,4,1000,16.935710906982422,125382.75446835015
1,4,1000,13.241529703140259,125216.52110857452
2,4,1000,12.8985595703125,124686.98008751184
3,4,1000,12.399348020553589,126544.7245398552
4,4,1000,11.910248517990112,125808.91960129568
5,4,1000,12.236463069915771,126877.08788979759
6,4,1000,12.144118785858154,126212.29257061695
7,4,1000,11.716300010681152,125671.30955408372
8,4,1000,12.168675661087036,124368.77354732668
9,4,1000,12.397325277328491,125204.04903445924
10,4,1000,12.567545890808105,125584.28310440278
11,4,1000,12.554908752441406,125540.27916216517
12,4,1000,12.542439460754395,125700.39845385509
13,4,1000,12.300994157791138,126454.17027247329
14,4,1000,11.868293523788452,124627.62299481742
15,4,1000,12.311279535293579,125541.81215618583
16,4,1000,12.758092880249023,125283.6452839427
17,4,1000,11.659396409988403,126428.88880672367
18,4,1000,11.296381711959839,125228.75910793117
19,4,1000,11.198046445846558,124999.7584912728
20,4,1000,11.32720160484314,125479.58532378211
21,4,1000,11.677313804626465,126300.68292489316
22,4,1000,11.197327613830566,126945.05461659841
23,4,1000,11.081877946853638,125721.97676515617
24,4,1000,11.093904972076416,125600.97747049942
25,4,1000,11.694004774093628,125322.37262986433
26,4,1000,12.125923156738281,125549.76316126587
27,4,1000,12.355292797088623,124298.98028804548
28,4,1000,12.717269659042358,125966.67228624354
29,4,1000,11.748598575592041,126990.32334000853
30,4,1000,11.737454652786255,125651.04288259611
31,4,1000,11.785793781280518,126423.01709715163
32,4,1000,11.26546311378479,125785.4367782789
33,4,1000,11.672004222869873,124613.16012926197
34,4,1000,11.043426036834717,125565.01391113855
35,4,1000,11.36864948272705,125323.60499031516
36,4,1000,11.271345376968384,126680.64454561431
37,4,1000,11.134345054626465,125935.101049302
38,4,1000,11.145875692367554,125511.47931227309
39,4,1000,11.08386492729187,126063.68696472616
40,4,1000,11.083955526351929,125619.02432775765
41,4,1000,11.301800727844238,124973.34900880177
42,4,1000,11.484636306762695,125515.48603388763
43,4,1000,11.201728820800781,125592.15967532336
44,4,1000,11.046227216720581,126602.02073991162
45,4,1000,11.095322608947754,125706.64894000496
46,4,1000,11.320994853973389,124979.344372593
47,4,1000,11.577887773513794,125112.30033076438
48,4,1000,11.170092582702637,124750.62695502184
49,4,1000,10.976141214370728,125491.96862757864
