iteration_id,k_value,batch_size,execution_time,wcss
0,4,1000,14.277750253677368,62211.15064251874
1,4,1000,11.878378868103027,62030.70703501413
2,4,1000,11.61954641342163,62122.949815257954
3,4,1000,11.573364496231079,62496.604248188036
4,4,1000,11.42776346206665,62226.63700683229
5,4,1000,11.496275901794434,62340.339549402524
6,4,1000,11.389222145080566,62742.43192410466
7,4,1000,11.395767450332642,62505.73384786209
8,4,1000,11.305937051773071,61986.309215151465
9,4,1000,11.343827247619629,62378.27899777504
10,4,1000,10.986587047576904,61921.37756336478
11,4,1000,11.175997972488403,61637.88842548635
12,4,1000,11.981600046157837,62805.657370652
13,4,1000,11.554969549179077,62086.26351154001
14,4,1000,11.267816066741943,62096.22533764112
15,4,1000,11.33484435081482,62129.82327192934
16,4,1000,11.410357475280762,61544.99851348846
17,4,1000,10.725592851638794,62136.61114912937
18,4,1000,10.768653631210327,61815.99830506703
19,4,1000,11.07643985748291,62250.61783846972
20,4,1000,10.952328205108643,61739.45101413322
21,4,1000,11.081418752670288,62168.77750319029
22,4,1000,11.047165155410767,62271.61795806643
23,4,1000,11.248256206512451,62772.53031325349
24,4,1000,10.864826679229736,62284.99103957096
25,4,1000,10.644587755203247,62562.30413734682
26,4,1000,11.720700740814209,62127.57103024962
27,4,1000,11.225288152694702,62636.347193825255
28,4,1000,11.396876811981201,62383.352116073824
29,4,1000,10.874831199645996,62204.71879752221
30,4,1000,11.073307991027832,62151.40287363629
31,4,1000,11.63915467262268,62218.302745252615
32,4,1000,10.728350400924683,61664.45019571945
33,4,1000,10.861335039138794,62397.69843174131
34,4,1000,10.440453052520752,62121.7031880614
35,4,1000,11.274907112121582,61922.53925457011
36,4,1000,11.17700457572937,62765.44725064403
37,4,1000,12.236668825149536,62042.51355769864
38,4,1000,11.837392330169678,62207.88580561939
39,4,1000,11.243152379989624,61703.560117891626
40,4,1000,11.044103384017944,62243.16531031129
41,4,1000,10.528279304504395,62171.87095206657
42,4,1000,10.62935471534729,62195.23814830871
43,4,1000,10.989963054656982,63267.82825934069
44,4,1000,11.078768491744995,61957.50369224992
45,4,1000,10.923656940460205,61569.51477733079
46,4,1000,11.312922716140747,62768.53484265197
47,4,1000,10.895301103591919,62249.1586557337
48,4,1000,10.826961040496826,61632.389750226415
49,4,1000,11.140645980834961,62727.370572913685
