iteration_id,k_value,batch_size,execution_time,wcss
0,4,1000,14.227749824523926,31530.2902731422
1,4,1000,11.557453632354736,30919.702687668127
2,4,1000,11.322516202926636,31342.64486756623
3,4,1000,11.32374882698059,31210.4251948631
4,4,1000,11.066475868225098,31111.363863916587
5,4,1000,11.090367317199707,31280.33580058943
6,4,1000,11.081353187561035,31126.410660914284
7,4,1000,10.980706691741943,31274.08786775896
8,4,1000,10.957958221435547,31812.48846202901
9,4,1000,10.991386890411377,31430.4810563049
10,4,1000,10.686188697814941,31289.498551591973
11,4,1000,10.68650507926941,31490.193148022074
12,4,1000,10.691548824310303,31281.944260576718
13,4,1000,10.879518508911133,31199.3879830263
14,4,1000,10.764264583587646,31073.964063654006
15,4,1000,11.004524230957031,31501.68693583217
16,4,1000,11.791742324829102,31244.106974251437
17,4,1000,11.210408449172974,30888.57066805793
18,4,1000,10.912636041641235,31118.20018460418
19,4,1000,10.757367610931396,31709.16302441954
20,4,1000,10.999202966690063,31067.172858291393
21,4,1000,11.617181301116943,30943.209051394566
22,4,1000,11.51023554801941,31238.019045928344
23,4,1000,12.091676235198975,31021.05754303199
24,4,1000,11.518887758255005,31277.203762021258
25,4,1000,10.75578260421753,30972.918560916874
26,4,1000,11.464434623718262,31105.938054249924
27,4,1000,10.92876386642456,31105.802729301915
28,4,1000,10.846275329589844,30948.21904702259
29,4,1000,10.879714965820312,30924.72736884825
30,4,1000,11.08512282371521,31222.570488966747
31,4,1000,11.72492003440857,31111.8123156052
32,4,1000,11.717394351959229,31173.236428444776
33,4,1000,11.69520902633667,31200.719614773472
34,4,1000,11.609645128250122,31365.104350654474
35,4,1000,11.251784324645996,31373.194867191953
36,4,1000,11.674855470657349,31286.775731976857
37,4,1000,11.058212757110596,31156.19228471913
38,4,1000,11.036002397537231,31363.33463159478
39,4,1000,11.178544521331787,31196.46425929325
40,4,1000,10.97003960609436,31351.968963332976
41,4,1000,11.2269287109375,31147.5337761452
42,4,1000,11.117923736572266,31281.373590800777
43,4,1000,11.743570566177368,31308.063773128557
44,4,1000,11.044587135314941,30920.933851822167
45,4,1000,11.413044452667236,31383.557705983618
46,4,1000,11.229562997817993,30912.744982245338
47,4,1000,11.25217318534851,30900.274225560173
48,4,1000,11.079968452453613,31202.334891196082
49,4,1000,11.029372453689575,31224.869813568133
